user_id,item_id
74,482 2981 465 452 2574 2382 1984 183 1781 2256
75,3476 382 984 1516 1541 605 695 2908 3432 592
76,3482 124 2606 707 771 3350 1316 640 279 2488
77,2054 2086 37 863 3390 2774 3116 3677 2281 622
78,880 124 2224 1590 995 3247 2528 2110 120 2973
79,762 1773 3240 2125 1754 1278 2275 232 1044 3090
80,1337 79 1884 452 1686 3311 1700 389 1691 2023
81,2231 1709 2687 2143 2762 3411 700 1653 3084 145
82,3035 2920 1545 2653 3311 2858 2699 570 3647 1736
83,1376 1001 922 2664 1211 1057 790 1592 2297 3694
84,163 899 743 1248 394 2145 1461 2780 2237 3345
85,3059 2732 1211 2646 3142 1102 1583 3668 1960 3382
86,474 2458 1073 1525 65 2662 2190 3606 1722 2112
87,220 3367 1073 3438 2768 1615 621 3067 3644 3669
88,401 3638 922 3059 3656 2402 1102 2327 3418 1296
89,3013 3272 1316 2617 2862 3365 36 2515 2960 3529
90,2311 650 2428 724 221 2354 2424 264 2807 1371
91,2587 1536 2636 2119 3298 2335 663 1069 760 512
92,2606 3418 428 2745 971 2646 2366 1186 740 3317
93,2345 2467 1822 3406 1337 1868 702 3600 312 2023
94,677 2006 2308 3367 530 1840 462 3116 1678 3067
95,3238 398 2468 3031 621 3408 189 3327 283 502
96,1827 234 2354 2774 650 1315 2311 778 2428 1573
97,708 964 649 1555 1311 539 81 2090 43 2975
98,3231 2933 3133 1887 3256 3600 427 1664 1052 511
99,99 1711 1374 2999 3705 1001 539 1100 1892 2313
100,2960 3476 382 453 1491 605 2801 3432 106 2908
101,1184 3067 2915 530 3608 2308 3036 1655 719 2024
102,1781 2500 1165 819 1932 549 857 7 1893 188
103,3511 994 2899 2374 397 3593 1769 3700 3410 2385
104,1279 3529 3473 3082 36 1543 2067 1505 618 3423
105,456 570 3439 1754 810 2595 1503 3078 1670 3487
106,467 1510 2402 2068 3677 3521 3256 183 482 2980
107,2054 1315 2528 2224 2402 3402 652 2606 3013 1590
108,190 870 215 106 3021 3465 3551 382 936 383
109,1272 801 739 1426 3341 107 1670 792 3078 2574
110,3423 3692 1205 2798 3142 132 1511 3013 365 2327
111,1341 361 3579 933 872 1807 3116 3677 3673 1001
112,2960 453 3021 232 1491 984 1323 106 2801 79
113,2862 3013 1638 3151 2564 3153 3423 2798 3424 796
114,797 338 49 919 3139 2529 2029 3676 83 3073
115,1353 176 2915 2801 1101 719 1227 1470 2706 868
116,1518 1893 2500 1100 868 2181 1052 3511 755 461
117,3002 1030 119 1160 213 2885 950 2185 1809 16
118,2402 1670 120 467 3256 2068 1350 246 3439 1470
119,1638 2862 3151 1223 796 3456 2798 779 2557 1354
120,3479 429 2110 3409 221 1560 878 183 573 1337
121,292 1044 1252 3544 3063 1603 2181 3371 493 609
122,3406 3035 2586 2574 3614 2643 1560 609 3402 2553
123,400 1111 3096 3109 1550 735 2324 847 3210 2610
124,3327 1615 3669 2136 3597 166 3496 3438 583 1471
125,3311 1868 1086 3187 1337 402 609 1848 3600 3262
126,2908 1787 2801 1703 2960 1429 382 2129 1672 1705
127,2732 1403 2688 2646 2502 2327 169 2664 1211 2603
128,1045 971 279 3427 1568 2620 320 568 2337 806
129,2602 183 2128 584 3350 2331 1916 3367 3628 1633
130,2474 1590 124 184 3013 892 3153 1543 2073 2054
131,1781 2916 2311 1315 2428 887 2354 1371 724 2424
132,1504 1645 3366 1240 966 1309 2587 1808 1070 204
133,1044 743 1160 983 394 3435 2397 2613 3294 397
134,309 3479 361 183 1428 863 12 1807 3535 3116
135,430 3667 3483 1923 3411 1603 2146 2418 882 21
136,2237 3474 700 79 2185 3402 2363 1831 1001 1711
137,3423 3692 1583 1039 3409 3424 463 3614 2327 1279
138,2308 1057 2364 1382 37 3353 1782 1807 2306 2140
139,3609 917 3000 1069 3227 164 3171 1051 2587 3366
140,887 650 382 512 2281 2354 2311 1427 234 2774
141,1044 2597 2541 609 3050 3544 420 3670 2763 3000
142,3151 1657 2828 1279 741 3125 3142 1543 2688 1316
143,1246 1686 389 2185 107 2653 2595 702 3577 1822
144,3696 1240 3298 59 3338 3000 1051 204 2063 3557
145,457 1160 2159 1795 563 1920 501 755 615 1835
146,2110 1377 617 3365 312 1422 416 2933 2185 3090
147,2980 3036 1892 293 3046 3532 650 2161 2136 784
148,1946 401 2127 1630 2345 1887 2840 1526 3418 79
149,176 717 2912 1640 3482 3599 1792 3021 3597 1124
150,792 2172 3187 1754 1549 3363 1573 1902 1060 232
151,1960 944 2626 3317 2757 2366 2328 2250 584 119
152,3061 2420 2275 1836 855 3007 450 1247 1245 1625
153,1057 472 1811 1560 1590 132 1858 2297 640 3013
154,3382 69 2335 2512 569 2840 237 2119 3247 2154
155,476 2054 3402 1211 1811 487 584 2757 1315 2281
156,428 553 1982 254 2480 3514 2354 1177 3218 3693
157,382 2291 3021 1905 3602 1543 1044 3669 1541 3597
158,3418 2745 2054 409 2480 22 401 2518 3153 570
159,868 1353 609 1124 956 3403 2108 605 3421 2706
160,3696 3489 1362 2587 372 59 2119 3338 2636 1373
161,601 2292 1401 1190 1300 2097 1197 1736 1516 1937
162,93 523 2710 573 3655 1354 2603 1279 2493 241
163,3013 3153 3409 2564 3529 796 3269 184 3423 732
164,3565 35 3514 2354 1830 553 1481 2942 3245 1177
165,1633 3600 1052 1377 1668 1887 1422 3395 2639 2409
166,3409 1543 3272 2564 3153 1560 3013 2862 124 487
167,20 3007 17 3194 2492 481 1587 1501 440 983
168,984 3097 605 3465 1905 3684 2908 2099 941 748
169,2960 188 863 3086 2306 3379 2757 2769 598 1227
170,1376 1057 2732 2800 3382 3142 6 3023 3264 2646
171,2739 3544 1603 3204 1839 609 2597 2541 1446 636
172,1227 2399 3075 2107 2602 1800 2128 3367 1858 3628
173,1052 2432 1337 183 2185 2409 1801 1668 1086 1781
174,797 3610 1288 2181 338 3360 1153 2741 2191 711
175,232 3537 174 1424 1459 10 523 3406 375 1316
176,2874 99 646 2768 1001 621 3671 1240 1073 474
177,2570 169 1592 6 2732 922 1011 1211 2800 3216
178,768 1414 1481 3248 3401 2990 2835 3565 1681 35
179,3537 2009 375 512 523 2477 1715 799 3409 436
180,2305 884 764 2819 84 2887 3605 833 2089 405
181,1354 3151 1560 573 523 472 2784 1315 320 3272
182,779 3409 2230 10 236 2384 1186 1324 2165 1487
183,2222 293 3005 3238 1956 304 376 398 283 1850
184,2063 663 1070 3701 3227 2917 2176 877 3594 3340
185,2023 2561 1337 1868 393 1884 1545 2586 312 3506
186,93 498 2230 620 3062 1098 3364 2710 1560 870
187,568 1045 2474 2620 1453 513 3350 451 69 1421
188,1681 3374 740 2480 428 3218 768 475 2354 1830
189,2340 1264 708 3286 2354 195 1560 3318 96 3313
190,517 3700 1449 1059 2447 1298 2170 172 1563 1036
191,894 2502 1376 2402 922 3142 2828 1102 1975 1968
192,772 2493 1511 2603 3022 796 1505 2745 36 1997
193,512 2354 2870 1427 1687 3687 2807 1573 3363 724
194,3476 2510 1828 3431 190 93 1351 1560 382 2528
195,2643 3669 817 1184 1627 3496 3442 2480 1193 534
196,382 188 1456 3628 3656 989 312 3367 79 2960
197,498 620 3409 779 10 1638 2510 3653 2676 1223
198,3182 1174 2033 1188 2060 1514 899 2256 1471 1186
199,1616 2467 3642 79 3303 3344 3274 2177 3406 1008
200,309 2004 1690 3213 3325 2007 3282 3480 1798 1219
201,1855 2501 2510 3049 3473 3125 512 3269 3694 1211
202,1960 1030 2331 1140 119 3441 165 2342 2630 2328
203,1501 878 3007 1100 2363 1456 36 188 2564 1030
204,88 1956 382 819 778 2697 2574 549 1893 989
205,2210 1913 569 3694 640 1583 2840 2688 169 3349
206,3435 3358 1956 2613 2485 1278 398 563 1491 1044
207,2273 2620 1045 745 3435 1617 2358 1674 1460 3685
208,2967 894 253 2877 431 1238 1373 1728 153 601
209,1545 1868 1060 1848 232 739 609 389 2670 2205
210,1864 1813 2467 3303 2518 140 232 3344 3506 1418
211,2570 922 1102 2664 169 2630 2290 1083 3665 971
212,640 476 2314 2757 487 2602 3350 124 3529 584
213,2980 584 2757 2129 1746 1086 119 1545 1809 2768
214,3606 625 231 1328 1690 474 2969 1219 1723 3223
215,1044 2597 2780 1159 2239 0 1058 2338 2059 1462
216,513 3665 2389 1439 2154 2256 3264 1340 253 184
217,1100 817 1336 1961 3639 2999 1449 2699 2592 380
218,2310 1519 1433 2979 987 1399 1245 2275 3471 2804
219,802 1337 2814 2574 3187 702 810 312 1086 2586
220,583 2874 182 2780 539 1711 649 2839 3049 1462
221,2480 1184 166 3335 3513 168 182 817 1678 1758
222,502 2541 3408 2295 515 1512 2795 1771 2127 2050
223,1699 1096 3371 1781 2068 605 3021 2840 43 1124
224,702 802 1573 107 2814 3311 570 3539 762 174
225,2181 1100 711 3511 1619 2140 3007 394 810 3435
226,1463 1960 2833 1030 2112 1083 1040 3436 2393 2331
227,213 2354 680 3240 353 3266 1092 1245 3185 2979
228,353 397 680 3658 3266 2584 1067 563 2125 2259
229,1340 674 3652 3683 937 1706 225 2290 3287 3264
230,3000 253 3298 2587 3696 663 917 1645 1069 59
231,2006 431 1057 2070 3628 3350 3644 220 1615 1746
232,1657 320 3151 1186 1279 1638 772 1039 763 2557
233,2828 3638 1614 1324 2165 1186 3423 1354 3125 618
234,2306 1840 598 1782 1033 12 3086 20 3528 1711
235,1936 3544 3670 402 1830 609 2338 525 2653 3050
236,163 2060 2259 260 1246 1461 1288 3079 2412 2850
237,3269 3482 1804 472 2581 2817 1868 1039 1487 2784
238,772 2534 1011 3668 3141 1403 2528 305 3350 971
239,1830 2757 2136 428 1640 1086 2342 553 398 3311
240,3350 2054 2265 487 2088 37 3247 863 1590 2314
241,1166 1096 2794 1781 1473 3293 219 2038 248 3107
242,3462 873 2029 1507 3700 779 2946 1354 965 1233
243,124 1223 3529 3013 69 305 989 487 463 1590
244,2186 1939 2397 2132 904 1303 2827 1510 394 686
245,2474 2528 2265 1811 3116 1668 69 406 863 2314
246,801 1670 2653 2849 1037 1545 978 2185 609 3363
247,2370 1811 2224 2086 3448 809 37 1807 3142 3402
248,2980 584 793 1304 1490 2175 293 2273 2250 771
249,3600 1037 452 3363 3439 2756 3656 3101 3404 2574
250,3404 2488 2756 1721 389 2070 843 709 2830 1348
251,2363 702 1549 2865 1687 3404 1754 1464 405 1902
252,1078 1030 2967 3528 208 2366 2297 1831 543 3694
253,3350 94 2306 1227 2568 2107 1353 2387 2122 3075
254,3335 1216 1848 402 3670 1830 1375 2519 3050 495
255,3000 1069 3609 3366 974 1309 3171 164 1051 1504
256,1916 2006 3379 1615 1296 1590 2273 529 1858 2910
257,1811 2281 2673 3105 2054 2528 2502 3131 472 2646
258,989 232 79 3406 312 2345 617 1543 1315 2256
259,2900 1168 2136 1912 2128 35 3514 3418 913 768
260,3438 361 3437 947 3335 3306 2117 3513 2136 3474
261,677 3367 881 298 719 1688 176 19 1353 74
262,2348 776 2637 2412 1989 919 3676 1625 2695 1355
263,2112 2458 2272 2430 1219 2768 2959 1782 1816 474
264,3355 2690 1501 2454 797 3457 1777 430 3540 2465
265,79 1337 389 3311 2653 2670 232 1700 1686 1086
266,3030 810 1037 2227 978 2205 1670 1686 2849 1754
267,1514 352 3588 366 3545 2499 2262 1236 277 1009
268,2653 1037 3363 1517 312 1272 107 2574 2185 1884
269,1001 3390 1439 2956 2800 3402 3379 1615 1711 3353
270,1686 79 3406 1700 2023 2345 1630 1438 1790 2865
271,2145 2485 3345 1067 394 3002 2780 2999 1885 1461
272,1859 6 241 1571 1340 777 513 537 184 761
273,2673 2470 3692 2664 1102 494 2732 2224 1057 1315
274,2606 472 409 1560 3613 1811 1762 1916 2054 3418
275,3013 124 1543 3272 1560 2265 989 409 2528 1831
276,320 3269 3409 2784 2676 1146 3153 2828 741 763
277,1216 2541 2980 3335 1858 3371 3050 1937 3656 3311
278,3668 1592 3059 3141 2256 3264 3382 1376 513 451
279,1893 959 3019 2564 3344 1501 2340 2345 2365 859
280,2194 16 1018 1956 3234 3220 283 3511 2480 1861
281,2363 188 528 1781 1460 3656 382 174 487 1348
282,3565 254 3384 3218 1830 1034 2128 553 1982 1976
283,3215 2004 2768 3282 931 1658 2221 1782 3051 1690
284,2366 1916 1045 2256 1568 320 772 2745 3482 1057
285,1792 785 106 2175 774 293 3016 186 605 2382
286,3213 3215 931 1782 2458 73 2261 1328 1615 1658
287,1505 2345 232 3269 1122 2603 3539 569 796 741
288,697 2082 680 296 1377 612 457 1920 2993 2008
289,1001 372 2946 3528 457 3677 3161 760 3546 1527
290,2051 2618 2946 96 2916 1100 1773 127 2354 1423
291,2528 1811 2281 2265 3013 3692 3142 707 409 1543
292,1367 405 978 2849 2803 1754 1272 91 1426 762
293,1422 3061 2862 2915 3350 1868 609 2054 3157 2003
294,1269 1519 1399 1773 3181 1245 2082 1092 3471 75
295,2931 1804 2817 1146 741 1406 3364 1172 1997 2114
296,2227 1549 1686 952 2185 2363 1418 456 1503 2803
297,1920 3658 1067 397 353 680 2077 1058 533 1984
298,3046 1809 717 1490 2175 650 1124 3238 1705 1429
299,1246 3101 3600 3187 2023 2518 2476 1691 2084 2561
300,232 709 1201 3513 3187 3606 2090 3406 3404 3101
301,1471 212 646 339 2780 3705 360 1711 3049 1100
302,3013 620 1223 3533 3423 2664 573 1354 523 2862
303,512 2424 887 1947 1687 264 1573 2428 234 2807
304,3253 1165 382 3403 1025 868 1492 176 1132 3566
305,361 863 3390 1615 12 3448 188 1304 1658 508
306,2389 184 3151 2073 454 1590 406 892 3581 2817
307,1246 1630 1686 1616 709 1864 1790 1549 2185 350
308,2862 3013 3529 2564 472 3269 3423 124 1186 22
309,838 3589 1111 3096 2815 174 2610 633 1215 2414
310,1831 584 1858 3529 69 2636 771 1304 2006 2128
311,3311 1686 1573 312 2814 2205 1272 1517 1037 79
312,283 3053 119 2626 2331 3215 16 1374 799 2194
313,1018 1956 283 1007 2480 1108 1510 3220 182 3435
314,1501 3435 1777 3345 2325 2181 172 1639 3574 1915
315,2117 3513 168 947 3579 2306 3335 3205 20 482
316,1350 3256 3133 1510 2574 120 246 2370 1470 875
317,1868 168 810 2181 1893 20 232 3168 1348 3600
318,279 6 320 971 1011 184 3216 463 2474 1360
319,650 398 2222 3463 304 3036 2484 1510 283 2136
320,1687 810 1246 801 2185 3406 3439 739 1884 1337
321,790 169 3023 2664 1376 2256 69 1960 512 2709
322,3066 1516 3382 3597 2342 3068 1099 2617 818 3371
323,2997 964 2281 1386 1122 1332 3256 2219 933 1699
324,1193 3669 3597 2376 947 3535 1227 3111 677 3608
325,1840 367 1439 406 3350 2474 892 3557 936 2070
326,398 1491 3215 2342 1640 3053 1216 799 493 3286
327,2338 2048 382 3657 2908 1545 1044 2593 312 1583
328,2447 2104 2401 3648 1933 2016 1198 3462 873 3201
329,2528 3583 1315 2224 809 2673 1371 2370 2774 2732
330,1197 3066 1300 1166 1699 1516 2292 1690 474 3428
331,3002 3032 2952 2348 83 2454 3087 1462 3360 1100
332,2090 3091 715 708 1311 81 43 1555 2343 3521
333,1686 2653 2574 1086 1868 802 2023 174 1884 801
334,868 1501 2397 1621 3608 1862 1690 1672 304 481
335,1471 99 1374 1711 339 1127 2780 1892 3049 649
336,2136 768 502 1681 2942 1414 3565 2990 2606 3495
337,1518 734 2104 301 17 2027 1862 1477 2911 3076
338,3187 2574 1060 2653 801 2670 174 2561 1545 1670
339,1812 1706 1316 69 225 772 1657 2709 3334 169
340,3071 3410 96 2259 2354 1076 1067 1111 2899 3318
341,2140 1193 3669 3597 246 1149 527 530 2024 2480
342,228 1706 124 2265 652 2110 1668 2073 120 69
343,107 810 3406 1337 1545 2574 2653 1246 452 802
344,818 3005 1850 1617 1491 283 2048 2338 1490 1287
345,2757 2331 944 2980 785 2768 2342 119 138 3046
346,762 702 3311 1687 1868 1686 2205 3539 427 312
347,168 3438 3669 817 1678 1149 625 3437 20 2538
348,464 411 3671 313 1259 1703 1017 3411 2924 1787
349,3530 3435 1160 3598 2222 1726 2159 771 3660 2132
350,1939 3435 743 3411 1160 566 3318 755 1171 3602
351,2069 873 1507 3648 1644 75 1563 1100 1961 2176
352,3545 2499 206 3454 873 1188 1087 2734 533 2062
353,1278 2643 438 3431 3061 2484 1560 2902 794 1868
354,1271 1746 2980 2768 2424 1546 2250 793 1788 3053
355,1868 463 1858 568 3482 3600 1668 1738 454 957
356,2617 2169 1788 2960 3172 793 7 1030 2042 2706
357,105 1044 501 3435 576 2145 2613 1067 1984 1278
358,513 674 1960 1030 2664 6 3264 3668 487 124
359,487 3317 2282 2534 3247 2366 640 513 989 880
360,3187 1337 1037 3406 312 739 702 3600 2653 2670
361,1814 790 1463 1030 863 1963 3390 1083 2774 2221
362,3046 2980 1365 535 2222 2484 2860 815 2468 3005
363,2782 1557 1092 3182 2734 2151 1773 2062 3185 1514
364,2076 3402 1858 94 138 2088 2122 1227 1706 3353
365,124 1811 2054 1916 883 232 1831 1382 188 2402
366,3013 94 28 333 2947 1930 1164 1997 2169 691
367,1855 1583 2210 3125 2501 3082 618 2297 187 2230
368,863 3474 1376 1463 1227 1747 3677 1840 188 1658
369,2189 2208 3061 1603 195 1071 2143 1572 2998 2946
370,2600 575 692 674 3659 1630 1983 1251 2367 260
371,1403 6 1340 3668 674 2664 2290 1164 3059 1102
372,513 1592 1083 451 790 3665 423 674 3436 3287
373,1399 1836 358 1773 3181 2310 1519 130 17 2819
374,2348 3035 1893 467 2917 3002 246 2952 2437 3019
375,1272 3187 739 1060 801 1424 2574 2803 1868 2981
376,220 3049 1956 646 2874 339 649 583 539 2210
377,3537 3013 94 2947 3153 2617 2534 829 3272 10
378,2774 2636 188 1848 863 2122 1840 3402 933 1524
379,1030 944 2956 1083 94 3677 2256 1747 451 12
380,1471 16 1309 2652 3234 1328 3325 1681 3202 90
381,1703 1044 3238 563 2158 3266 3602 382 3358 2916
382,3355 3442 2181 3574 1501 3530 506 2584 1777 983
383,1725 1854 372 1289 3532 2763 2934 812 877 2650
384,2261 3179 2458 726 2456 751 1179 2959 6 1174
385,154 2151 919 356 1009 2420 2305 2189 1288 705
386,778 1404 304 1781 1456 2574 986 188 1932 25
387,3409 2564 707 472 124 1180 3482 1315 3272 732
388,3075 2353 1439 2088 3264 513 408 85 2393 3023
389,605 2801 1703 3293 1323 304 2716 1365 1124 2090
390,3327 1546 1711 1640 3036 3203 2988 3005 99 3408
391,3215 2468 283 398 3238 515 493 2326 3408 1108
392,1418 1246 1686 762 2345 79 978 1086 739 452
393,1982 2900 1168 740 1912 553 502 3248 3384 3280
394,3066 807 1736 1516 2292 1166 3068 3510 2908 271
395,530 1193 1615 2308 166 1720 947 966 3649 462
396,1690 2541 3428 2221 220 3213 1040 3674 3528 1001
397,2757 1216 2314 584 2980 119 2342 1640 2928 3049
398,2988 3180 1186 1711 1211 2128 2676 2664 1039 2931
399,573 3125 3537 2230 620 3653 10 2091 512 2784
400,1477 301 20 3231 3511 3031 2494 3051 30 711
401,1604 1656 3109 3576 1521 579 2876 3445 3015 2755
402,450 247 1153 1572 3084 3483 2584 1674 1118 3438
403,293 3327 3036 2626 2768 3053 3441 793 1304 771
404,3248 768 2136 1168 1982 1177 2990 3401 2835 3374
405,1341 361 2980 1227 3579 3402 1814 1678 1033 20
406,1092 3185 2979 3240 1836 1519 2819 2834 3161 888
407,3367 872 166 1840 3597 1227 2128 289 37 1814
408,1422 2132 1377 2639 755 817 1777 3415 213 1633
409,1764 1098 1070 2114 2922 2302 3273 1881 3340 379
410,802 389 1060 79 107 1884 2345 2814 174 3539
411,3473 3022 2314 3694 2745 543 971 1211 1560 2256
412,456 3363 1670 801 2574 1545 1517 2653 802 1868
413,3374 2836 1957 3223 1275 461 151 163 1174 899
414,208 3317 2328 138 944 1304 1172 785 1337 237
415,2528 1315 2054 2402 1560 1186 2335 2119 406 3142
416,136 2988 3219 914 3022 1711 796 2862 2588 152
417,2465 1032 3345 41 2418 3483 3569 1314 2208 2146
418,106 3431 984 1491 190 2801 2960 3465 2510 870
419,1670 2402 979 2068 2376 186 2998 1350 43 2342
420,1279 1638 10 796 3456 2784 1354 3013 3423 2789
421,2275 3002 1836 2125 3616 3360 1245 3240 1043 2420
422,1678 3597 1184 3438 168 300 1149 1627 527 3579
423,59 646 1892 339 539 1362 2319 3532 372 2313
424,853 1197 1699 474 2097 3107 2292 493 2068 1781
425,2928 2602 2757 169 774 1753 2331 1078 3286 1216
426,2082 980 3658 3266 1919 855 3699 213 1680 2545
427,6 2570 2534 1592 2732 3142 971 3141 169 3668
428,802 488 3473 1850 2424 3463 2186 3101 1617 2132
429,124 989 69 1316 487 2314 880 3350 1382 1560
430,1831 528 1391 2128 409 1950 3013 1592 79 2076
431,1422 1068 2593 708 3133 1044 3209 1052 672 3090
432,69 2282 2528 2512 1858 1950 883 707 2076 2820
433,1324 2709 454 1638 779 2154 421 1487 1544 3131
434,176 658 289 868 1323 453 1800 1705 1830 1633
435,213 700 1092 8 1269 2164 3520 2529 919 338
436,2528 124 69 3529 707 2664 305 1223 2224 406
437,2801 3339 453 984 2099 605 2593 592 3602 3684
438,2625 2281 1086 887 264 234 2870 3687 3251 778
439,702 79 857 2574 883 487 3269 3205 1932 1822
440,1615 2297 640 1868 1583 1560 208 2757 2128 2602
441,3412 3348 1659 589 332 2402 1935 1887 1315 92
442,2639 1052 989 3231 3690 511 1869 2382 2622 416
443,1045 309 474 512 2874 3671 3493 1816 2261 944
444,829 1177 2928 1859 494 2410 2745 2195 3673 2483
445,700 3240 2275 2082 2354 3185 1527 1619 3616 1519
446,1868 1884 3600 3187 528 1545 1037 801 1272 79
447,3030 762 1517 2177 1623 2363 1573 702 1801 1545
448,2117 1501 2181 1957 340 3223 1777 1187 467 2718
449,3423 1859 1360 1543 1205 741 2862 1223 1548 3013
450,3022 1039 1223 700 2564 1583 2688 833 2327 3367
451,1149 2325 3345 2639 1777 1501 755 430 1336 1873
452,2265 409 2515 2031 1590 2148 883 1950 3173 1828
453,2465 3157 340 2643 89 506 1639 2208 1071 1201
454,1549 702 3363 3439 1868 1754 1367 570 270 1037
455,1868 94 2345 107 1700 3409 1630 560 487 3350
456,3448 880 69 1887 2606 1382 228 2281 3390 2402
457,1560 1371 1827 221 2774 382 778 2643 234 2424
458,1781 382 1827 650 2311 2774 1315 3157 512 2572
459,2510 870 573 3364 3551 3013 2230 190 1560 1537
460,2784 618 3269 1583 523 3125 2352 3013 10 796
461,3157 3431 2266 2722 2774 234 1801 728 2916 778
462,1293 1325 1437 2884 407 1552 794 3683 911 29
463,873 3161 472 3022 2420 2862 1583 2688 2553 1572
464,512 2354 650 382 2311 221 2428 1947 264 1827
465,2159 1287 672 2132 1175 313 2716 3411 1303 2484
466,257 2037 3192 2841 422 3187 2771 1060 1980 609
467,2256 3110 569 1516 2127 1216 1913 1197 3349 2269
468,3415 1633 3231 1887 1869 427 416 3395 1422 2256
469,2354 382 2625 887 3687 1573 2428 724 264 3251
470,3007 2140 2027 1501 361 1893 711 1100 1619 3335
471,174 2227 1754 1545 1687 3404 1670 978 702 3078
472,1463 790 3528 3113 931 3282 220 2956 1178 2768
473,702 1868 801 1686 2574 1037 1424 2814 3035 2185
474,1422 989 1633 2432 2409 1377 3090 1272 312 1668
475,2789 1543 796 472 2862 1039 1583 375 3153 3409
476,2849 3690 232 1545 810 3656 3078 2653 1543 1573
477,37 3353 1710 1341 1840 3562 1889 429 561 1811
