user_id,item_id
102,1781 3253 1165 1893 1404 878 1460 1956 819 549
103,3511 994 2060 3185 3700 2062 3410 1769 3593 2259
104,1583 1279 3529 732 2557 3409 3473 1505 1223 2067
105,3404 570 456 1754 405 810 1367 3487 1686 3078
106,246 467 1510 2376 1956 2068 3256 1037 183 3474
107,124 1811 640 476 3013 3402 707 2224 1615 1887
108,190 1351 215 1537 3465 106 2479 1832 3684 383
109,1272 801 2803 739 1426 3030 107 2205 3078 2257
110,3151 2528 3131 132 1011 829 2502 3142 3013 1583
111,3402 3474 361 1304 3677 561 2636 933 508 2528
112,2291 2960 232 802 331 1086 512 3684 1545 1615
113,3013 3151 2564 3153 3269 3424 2798 707 1354 36
114,797 450 338 776 919 3139 3565 2529 2029 3676
115,2915 1124 176 2801 1287 1227 1323 658 1705 3670
116,1501 1518 1100 2500 1893 3511 797 3030 711 176
117,1030 1149 213 394 2331 2626 1490 1809 3371 2925
118,2402 1670 467 2574 120 3256 3133 1754 2068 186
119,1638 1223 3151 1543 2862 1186 1487 779 2798 1354
120,1811 452 1337 2110 1560 1315 152 1456 183 2336
121,3544 1936 1603 3019 2739 3006 493 609 1839 3050
122,1868 1246 3035 438 3111 855 2865 3431 1615 2320
123,579 400 57 3109 735 2324 3210 1215 2610 3544
124,983 3435 1510 2980 3597 3669 1525 1184 1615 2920
125,2653 1086 1337 3311 1216 3187 640 2757 402 2338
126,1787 1323 2129 535 1770 2801 1705 1672 1191 3358
127,2210 2630 2534 2732 2688 2646 2327 1211 2603 922
128,1045 3493 2290 772 2488 3427 771 2273 568 1318
129,3172 2980 944 2626 989 1030 1792 3238 487 3367
130,124 3151 1316 184 3153 2073 2054 2692 2800 2031
131,650 2572 2916 2354 2311 1827 765 2428 1371 1427
132,1240 253 1504 3171 3609 1645 3557 3000 1808 966
133,1044 563 743 2397 3294 3435 983 1160 52 2613
134,2457 1057 1615 3116 361 183 1658 1341 1948 3402
135,430 3667 457 1314 121 882 1709 2146 3588 496
136,2237 700 1831 232 1245 452 1814 183 1583 3402
137,3022 1475 3187 2564 1039 2603 463 829 2745 1122
138,3067 1524 2306 1382 1091 1341 3255 561 20 1456
139,3227 917 2961 2556 3696 164 1504 3338 1690 3298
140,512 2354 887 2311 234 1781 2428 1687 1573 264
141,1936 2338 3335 1545 2980 402 609 3670 1868 2763
142,3269 1186 2817 472 3013 1011 184 1997 3142 971
143,1686 802 79 312 1545 2561 107 3035 570 2185
144,663 1240 3696 1070 3338 59 3298 204 3489 1536
145,1160 672 3318 2159 3667 1795 1920 52 501 3530
146,3600 2110 1337 1377 3395 1422 617 2132 2933 416
147,3036 3327 293 1956 283 3669 3238 3067 2338 331
148,3418 1946 79 1887 2127 1630 3131 601 822 153
149,176 717 1640 1429 3597 1490 1792 3599 1809 1705
150,2227 3030 1573 1754 3363 1549 3124 1902 1037 3404
151,944 2626 2366 2757 2328 584 2250 463 1304 2980
152,878 3214 1836 2151 338 1092 1462 3616 1043 1893
153,1057 1590 1560 2210 640 2847 2732 3151 2281 3418
154,232 3317 1960 2119 2512 409 1371 1376 1354 2076
155,476 1030 584 3317 2281 2054 2757 3694 1811 69
156,254 1681 740 1982 768 2480 475 1177 2204 1481
157,2397 2291 485 331 904 3021 2048 1044 3367 3183
158,740 1811 2354 399 3529 1946 2054 2564 2528 2128
159,1165 3463 1353 956 609 1672 2108 3421 2801 289
160,3696 1362 1536 2934 2587 2636 307 295 59 372
161,2256 3382 601 2470 2127 3159 1190 1516 1300 1699
162,2784 523 2688 2603 1583 3655 1354 1223 3151 2931
163,3013 3153 3151 3529 36 3269 741 184 732 320
164,1681 3565 3218 1982 1976 553 3299 1177 2942 3280
165,1377 183 1633 3600 989 1668 2409 3395 2432 312
166,1560 3013 2564 3409 472 487 476 2862 124 3694
167,711 20 1619 17 2492 1179 440 1501 983 1587
168,3021 3657 984 2338 2475 106 3465 1607 1770 1905
169,188 1341 1404 3402 1792 3086 1421 1746 1699 2980
170,2664 1057 790 922 2732 3382 451 6 3142 2630
171,1936 2739 1603 525 495 1839 609 1550 2597 1446
172,2076 1227 1688 2399 3350 1800 3367 530 3164 2122
173,1052 312 549 1668 1781 2281 512 452 650 1818
174,456 1462 338 83 49 776 1230 3002 3574 2566
175,802 3537 1424 174 10 523 2345 1459 799 1316
176,99 2874 621 3534 646 212 1525 3327 3705 3234
177,6 169 1592 2664 3059 922 2732 674 2646 2534
178,768 2900 1414 3248 1982 1177 2480 2990 254 2835
179,375 2477 395 10 523 3432 3125 2688 1760 1530
180,2305 0 764 1059 833 3605 742 2887 405 213
181,3424 2603 1560 3151 618 2564 523 2784 2493 2745
182,573 2230 1223 1279 2384 2510 2676 1186 2165 1410
183,650 2222 3005 3463 1956 1746 2338 2468 376 283
184,3532 2063 663 3338 1854 3701 2176 3340 2104 3052
185,3406 1424 2023 1337 1246 150 1884 1790 389 1545
186,383 1098 846 1560 2710 3122 2466 2293 1293 2603
187,1453 1045 3628 3402 2273 568 1590 2076 2474 2088
188,1681 3374 475 2480 740 1414 2354 35 3514 2942
189,1920 96 640 1086 3318 3375 700 1188 2082 2210
190,1100 517 3700 2069 1449 1059 380 2447 1914 1933
191,1205 2776 1177 1912 2933 3677 1975 1887 2054 2402
192,3424 2557 2603 472 2493 3022 3151 3456 796 36
193,512 2354 650 1086 2625 1687 1573 2807 2311 1811
194,2510 707 190 1316 1560 93 2528 169 618 779
195,166 1149 817 2460 168 2480 1627 3496 467 3435
196,3253 2574 382 3656 1868 3600 989 3628 361 1858
197,2230 2293 3409 620 1223 1548 2817 2091 1560 1279
198,3374 472 1188 2060 899 36 1525 1100 3454 1711
199,1700 79 3642 2614 1393 2518 3303 3344 140 452
200,2458 309 3325 3215 2272 3202 2797 2662 3480 3113
201,1855 2501 3049 3473 512 3694 2616 2646 2626 1401
202,1030 944 208 2328 3441 165 2342 1831 2501 3668
203,1501 1893 17 1100 1030 1039 3409 304 2112 1543
204,382 3253 819 2500 1404 778 1460 221 2432 2697
205,1831 1583 569 2297 2646 3066 3022 169 3349 476
206,2480 2194 3435 2485 1044 2625 2468 2218 3318 576
207,957 1830 2273 2620 904 331 1303 745 2853 2358
208,2654 253 3557 2070 153 82 1238 950 201 1373
209,1545 1044 1640 1686 2162 570 801 232 152 463
210,1813 2518 3303 140 1438 2177 3506 570 2704 1719
211,2256 3059 790 169 922 3141 1102 6 2630 1001
212,476 2980 584 2847 3350 2602 124 2617 1858 69
213,1337 2175 2331 2129 3311 2768 1545 1809 119 1546
214,3606 625 231 2221 474 3004 3113 1690 2190 1525
215,1100 3002 1825 2597 2780 1961 3345 2718 2397 1692
216,512 169 2389 2210 3264 1960 2664 513 2154 2290
217,1100 817 517 1336 1961 2699 2059 754 2592 2069
218,1519 2310 1433 888 2275 884 1245 1399 296 2819
219,2185 2814 1337 3187 2574 1086 2653 312 3600 570
220,2874 2999 1127 3234 339 1711 1374 212 1892 3527
221,3669 1193 3438 3306 3335 3067 3513 1655 168 2538
222,502 3408 2541 3333 3674 1795 515 3095 2492 2050
223,1096 3371 1781 2068 2840 186 1818 293 636 106
224,702 3311 762 570 3363 3539 427 174 3035 452
225,1100 983 3511 1619 304 1518 711 3030 2849 2140
226,1030 1463 1816 1375 931 1782 3016 2112 2956 1083
227,2354 213 700 1773 3240 1245 2698 2958 697 1377
228,2145 1920 2340 397 563 1067 890 3435 2584 2354
229,1340 6 892 3652 2036 823 387 241 3683 1706
230,3000 1645 1070 663 1069 2961 2556 2165 1504 1051
231,1840 2006 3116 2073 2474 220 2570 2297 3535 1753
232,1657 1011 36 1186 3022 1638 2528 1279 1505 1039
233,3638 1186 2817 1354 2281 3423 3013 2676 357 2830
234,1240 863 37 1840 220 3677 3535 598 530 1033
235,1044 402 495 3670 3544 2653 609 3050 1272 1297
236,2946 2259 3600 2782 1179 464 2456 1246 797 3019
237,2817 1868 568 2922 3418 1279 472 2983 458 1487
238,69 3668 2528 707 3350 2534 772 1011 1403 6
239,584 2757 1830 1086 2136 2342 1337 771 3327 785
240,2282 3350 2054 487 2265 2076 138 3367 1316 1858
241,2068 911 619 791 1781 1096 1493 1066 493 3544
242,2153 776 2029 1507 3700 477 1309 2447 1644 879
243,124 3013 69 989 305 487 1590 406 1916 2512
244,1287 1939 755 394 1191 686 1303 2827 1096 3027
245,1811 2474 2515 3116 2086 880 2387 707 1382 883
246,1670 801 810 2849 1754 2814 3187 3690 2227 2363
247,1315 2256 2370 1811 1371 3677 2933 452 2086 3448
248,944 2250 1304 119 1490 2175 2129 165 2342 1809
249,2756 3363 3439 3406 232 1337 2037 556 540 2574
250,389 2476 3 2376 2466 3303 3116 153 3363 2235
251,702 802 1549 1687 1464 1573 1902 405 810 1503
252,1078 1960 208 3248 2297 640 463 2967 2366 138
253,3402 3353 2399 3350 1688 2306 1227 2568 2107 3367
254,3371 402 1375 1300 1868 493 3262 3050 2338 1044
255,3000 253 1069 3609 917 974 2556 3171 2541 164
256,1615 2389 2006 2457 1057 1590 3628 880 1668 2110
257,1811 2528 2054 3105 2646 1376 452 1315 3418 3059
258,1337 232 312 79 2402 1086 528 2345 1543 2365
259,475 2354 1912 1168 740 3022 35 1039 1177 2204
260,1678 3437 2024 3306 3084 3474 20 1832 1033 534
261,298 41 1705 2915 3403 3463 1193 176 1720 462
262,2348 67 2637 2952 3676 1355 1087 1601 3055 3380
263,2430 2768 1040 3213 2112 3011 1219 931 3215 1240
264,2690 1501 450 340 2608 2454 2231 430 3032 3639
265,1337 1246 3600 2561 2023 452 312 3311 2670 1868
266,3030 1037 2205 3363 762 2363 2849 1686 3404 3690
267,1514 356 873 352 2644 3648 2262 366 1704 2202
268,2653 1517 3363 1037 810 609 107 1272 2574 778
269,1341 1001 1439 2956 2306 1615 3379 1765 309 1178
270,1686 79 3406 1700 2345 2467 3539 3101 2177 709
271,563 2145 2485 1067 3002 394 2780 1461 411 1527
272,894 1859 2654 1083 777 1340 761 1571 1553 3652
273,2673 1859 3105 2528 1811 2664 3692 494 3142 1102
274,472 409 1887 1337 2210 1668 463 2862 2828 2054
275,3013 3529 2564 707 1560 1831 1811 1475 476 883
276,320 3151 2352 3409 3423 2784 3424 2676 472 1146
277,2980 1300 2541 402 1848 3050 1830 3371 3204 1937
278,3668 790 1592 3059 2570 1376 1102 3382 451 3023
279,2082 1619 3658 3087 1100 163 3344 1354 2152 2358
280,1081 1108 2480 3234 283 1471 3511 3358 1861 1007
281,2363 188 3311 528 1460 1573 527 3656 487 3600
282,3374 3565 2480 2900 2204 3218 2128 1976 3299 1912
283,2458 3215 2221 3282 1722 1816 474 2662 1073 1798
284,2534 2297 1583 1916 1568 2290 2273 1045 1057 2570
285,1792 1012 106 785 1731 2175 2129 640 293 1490
286,3113 931 1782 2458 1428 1463 1722 2261 73 1227
287,1505 1246 232 2603 1376 1223 2327 1859 3424 452
288,697 3658 296 1527 3266 612 457 3300 3304 1067
289,1130 457 195 1083 3677 2946 1001 784 75 3437
290,1619 96 2275 3538 1264 3087 879 1100 2490 2916
291,2224 1811 2281 883 1887 3013 409 2265 1831 406
292,3690 762 1754 978 2799 1272 556 2849 91 1426
293,463 1337 3402 802 1422 801 176 382 568 1501
294,1269 1836 3181 1399 2082 1773 213 742 1529 2819
295,2510 1172 2931 236 2293 3332 523 1146 1324 384
296,2227 1670 1464 1549 1801 1686 1503 3124 456 1418
297,3071 3266 2993 397 2584 1076 1252 664 1109 1527
298,717 176 1365 1490 293 2175 2186 3005 2757 2912
299,1246 1700 1438 1822 2730 2023 2614 3344 3187 3303
300,232 1246 246 2345 3406 79 708 3067 3303 2458
301,1956 1471 646 2874 220 339 1374 2780 182 3705
302,472 779 1279 3269 160 3151 3423 620 3424 2664
303,2354 1427 887 221 1687 1086 2807 2428 1827 2774
304,3253 1633 382 868 3467 176 1440 3507 1132 1101
305,3402 863 3116 1304 1615 1030 3535 12 1083 1033
306,2474 184 2073 1451 2466 454 2817 2006 431 2054
307,1246 2023 1630 1686 2518 1616 2185 1822 2730 1813
308,1223 2862 1316 3153 472 3269 3423 741 124 1279
309,239 838 400 57 2533 1215 2324 2815 1290 1418
310,476 1831 584 2980 1858 771 1304 2757 69 94
311,174 2205 1438 1686 1573 1272 3030 810 609 3539
312,398 2626 119 2331 3172 1216 799 3408 1445 1108
313,1956 1018 1471 331 3358 1044 182 3435 2218 1825
314,340 3442 3435 506 1501 3235 430 983 2181 1603
315,2917 3306 947 168 527 2308 166 2291 3205 1184
316,1350 3256 3133 3677 2998 1664 2005 2342 43 1820
317,1335 2185 802 1868 1501 3035 340 872 810 2865
318,2488 2534 971 124 6 2366 1548 3317 3153 494
319,3046 293 2129 1809 1365 398 3005 3463 331 3036
320,1687 107 802 1037 2574 810 801 1337 2185 232
321,512 3298 2528 1083 1376 2646 124 2709 2154 94
322,1699 2342 3066 1099 2625 3371 2280 2745 2617 1023
323,933 1475 1122 2997 964 1386 1281 452 2281 1699
324,2308 1193 1678 3669 2024 1746 3597 2376 1996 867
325,1057 1840 2457 2073 2474 3350 1720 406 1134 3557
326,119 2331 3053 1546 2342 398 1374 1753 283 737
327,2338 3021 563 2397 1044 3358 2237 1545 394 382
328,2447 2104 2401 517 1933 1644 2069 1198 3171 3462
329,1315 2402 2224 2370 3142 809 3677 2732 2774 2646
330,1197 3110 1736 1699 1166 2292 104 3428 3107 2038
331,797 3002 3574 2529 2952 1501 2454 3087 1462 1603
332,2090 2975 3521 964 2215 3258 2011 2710 1953 317
333,2653 1686 3311 1868 802 452 3600 2185 1700 702
334,868 2397 983 1862 3019 3051 176 1781 304 711
335,3234 1374 646 1711 2999 1127 2780 1814 324 1892
336,768 2900 913 254 2942 3280 475 2480 3401 1295
337,1518 983 734 2492 711 3194 868 2911 1862 1642
338,3363 1884 2653 810 2574 3406 1060 801 1545 1348
339,228 409 1812 707 971 69 3269 1316 305 2664
340,3658 2082 353 1067 3318 2050 1058 2354 890 3435
341,872 3513 625 947 3228 3496 1149 2024 3362 2480
342,2474 124 652 2110 2265 2580 2073 138 707 3173
343,1545 107 2574 3311 739 1086 801 1687 1573 1060
344,3005 1956 1617 1850 1175 331 1096 972 283 1490
345,2757 944 2331 2129 293 793 1809 3441 3317 119
346,802 762 2363 1337 702 2653 1686 3311 174 452
347,3438 947 3306 3669 1678 3335 1525 625 2117 583
348,1287 550 485 2291 3358 1171 313 831 2397 2060
349,904 755 1160 1044 1191 802 2159 1287 2185 1545
350,1939 743 2159 755 3435 1160 1920 1171 2485 2132
351,776 2069 873 3648 1298 1100 1563 1961 112 3022
352,1514 873 356 3545 2259 1188 1174 533 1704 185
353,3431 578 3701 2643 2484 1278 3157 1560 2266 682
354,3031 189 1304 3333 2768 2980 1788 1490 2175 2877
355,1868 463 732 568 2273 904 3600 69 2366 320
356,3390 1788 94 333 2169 3172 605 2963 7 1928
357,105 501 3318 1007 1210 2613 1270 576 1427 96
358,190 2366 3023 451 3141 674 6 3628 3646 790
359,1318 2282 1831 305 3276 69 880 2515 7 971
360,3187 1884 1337 1037 739 1686 452 2670 1868 3600
361,220 1711 1814 1428 790 1057 1963 12 3677 2112
362,793 1490 3046 1365 535 2980 2273 1304 3036 771
363,185 3182 2164 1519 2499 888 3538 2529 356 2202
364,1688 3402 2076 2474 2073 289 2306 2122 462 1227
365,2086 452 1382 2281 1315 3272 1560 1956 409 382
366,3013 94 333 1140 2947 2617 1030 1164 2169 3409
367,1583 1855 2210 3125 799 2501 3409 618 3082 640
368,1030 2261 1057 2636 2112 863 3474 2306 1304 1808
369,2189 1709 1071 3500 2687 21 1208 1431 496 2906
370,1246 232 575 540 1983 1217 1086 3640 408 1711
371,1403 6 1340 2570 2664 674 922 1142 2290 3059
372,513 790 6 1592 451 674 423 2366 3518 3287
373,358 3181 1836 1269 2310 3240 1302 1035 1372 1357
374,3002 2181 168 246 2917 3035 3256 702 1893 2952
375,1517 1272 3363 1060 801 488 1545 2803 978 2205
376,169 220 2857 2688 1814 3234 2603 2210 2874 1127
377,3537 3013 1316 472 512 3628 1315 2054 3153 2617
378,2774 2636 3677 1840 1848 37 3390 863 3474 1057
379,1304 3694 944 1960 1428 1615 1337 3317 3402 1057
380,1471 1861 1018 52 16 3234 2252 1179 734 90
381,1044 96 563 650 3358 2132 2271 3411 2625 1510
382,3355 983 3374 1501 2181 3574 506 534 3345 172
383,1725 372 3340 2934 877 2650 2071 3594 23 1036
384,2007 2795 190 2261 2458 1722 1337 183 2456 1957
385,154 2151 919 356 1245 873 1153 338 2189 1009
386,304 1781 88 1456 2574 2005 1956 25 7 819
387,1560 3409 707 472 1831 476 1180 1811 2474 305
388,3665 2683 1439 1304 3264 3353 2353 190 2399 2568
389,2048 605 3046 1703 3293 304 3660 1287 2801 2484
390,1525 512 2881 3203 99 2988 2338 183 3606 283
391,3053 2468 3215 584 283 398 3238 502 515 2541
392,1418 1246 2177 452 762 79 1868 2614 2345 739
393,1168 1830 553 1177 502 3374 3245 1414 3280 2480
394,3066 2541 1516 2292 1166 2508 2745 1937 1665 271
395,1240 530 1678 3438 166 1615 3367 3116 2006 1309
396,474 3428 966 1030 2932 309 3213 2112 1001 3051
397,2757 2626 543 584 2342 2314 2468 2633 1375 3172
398,1186 1211 1039 2676 2817 944 2646 2250 1546 798
399,523 3125 10 620 3653 3537 2116 512 779 187
400,301 20 3511 3051 711 1030 990 3426 2494 1501
401,1604 306 1582 3185 2755 2852 3445 2062 1870 1269
402,450 1501 32 3084 1227 487 3157 3438 3345 2418
403,293 3238 2175 208 2468 2129 785 2342 3327 2768
404,3248 2136 1168 3280 428 3693 2990 3245 502 1295
405,2980 1341 561 1227 3579 2960 1678 1615 598 1814
406,2082 2354 213 2979 1092 3185 2420 1836 1245 888
407,3367 2636 2128 640 1746 1184 293 1193 2980 3402
408,457 1377 755 1835 1422 2639 1939 1462 517 1920
409,1318 355 2071 1764 3594 1070 2922 1898 2114 3557
410,1545 1868 802 3187 2814 3311 2561 107 3035 1424
411,2732 640 2501 2646 2314 2745 1211 1913 3529 2817
412,1367 3363 174 1670 3030 1337 2574 1868 1348 2849
413,899 163 151 994 1179 1471 2060 2198 2456 1174
414,1960 208 1568 138 3317 3441 2328 584 1172 1871
415,2281 1560 3298 2335 2224 1887 1057 2493 3142 2119
416,136 1186 2817 3180 512 914 1279 3022 1711 1211
417,3157 2465 3411 1314 430 2418 182 719 3183 2146
418,1351 2338 3431 1828 3684 3465 2510 941 512 2908
419,1510 467 979 186 2998 482 1350 3256 1754 2574
420,779 10 1638 1279 3409 1354 2784 375 2230 2116
421,2275 700 3002 3161 3071 3360 2125 2819 1836 1519
422,166 1184 2117 2480 467 3335 3437 3327 300 1149
423,3532 1892 649 760 339 539 372 113 233 3592
424,1736 1197 1699 474 2097 3107 1781 1190 1937 2068
425,2928 2757 2602 2331 1078 3578 1753 1216 1913 3286
426,980 2082 700 2158 1818 549 3699 3266 213 1479
427,3216 1592 2570 320 2732 3646 169 922 3141 1102
428,802 2185 2501 1809 3051 1850 535 1868 2132 2273
429,463 1831 3529 138 1316 1858 1950 3247 1560 476
430,1831 1475 463 3529 2281 3431 762 487 188 79
431,2397 457 2003 1171 2132 3161 1422 121 2222 708
432,69 138 880 2265 2282 406 2054 707 94 2086
433,2709 3151 379 421 2154 826 809 2646 490 2581
434,868 2885 1227 1218 1259 2915 289 1705 1101 1672
435,700 213 1519 8 1269 2310 2164 1399 154 1261
436,1315 124 3529 640 2646 463 2732 2314 2402 2210
437,2801 1905 2048 3657 3097 605 2593 2090 106 3602
438,382 1427 2625 2281 2424 887 234 2428 2870 3251
439,246 1122 1337 3187 232 2673 3067 2402 3035 175
440,208 640 2980 1583 3036 1560 476 293 650 138
441,2528 2591 3153 92 228 1887 2862 1104 3225 3348
442,1377 1887 1052 1422 1633 1984 2933 3690 3395 2622
443,1240 1669 220 1753 621 474 512 944 2272 3534
444,829 2673 1859 3105 2928 494 2410 1775 2483 1689
445,2275 1527 2354 2082 3240 3181 1773 1619 3616 2782
446,1337 2653 3187 3600 1868 452 1884 2670 1086 2574
447,3030 3344 1545 2614 3404 174 1549 1573 270 3078
448,817 1501 168 534 3223 872 2379 1471 2663 3442
449,3423 1859 772 1548 1360 1543 2745 1583 1186 3013
450,700 3022 1811 1100 36 2564 517 1505 1279 3409
451,642 817 3355 983 3442 1501 3345 3157 1958 1032
452,2265 409 2528 2148 2847 406 69 2512 2692 2387
453,534 1032 3157 1757 340 3111 1758 1827 2208 2643
454,702 1517 71 2865 3030 2814 1868 2614 1754 810
455,1868 3311 2653 3406 2814 1246 3600 3187 3656 487
456,1382 809 1889 2606 3448 3390 228 1386 3353 1807
457,382 2774 2424 221 2916 2311 901 1801 650 765
458,382 2916 234 1781 1315 221 2311 1827 724 778
459,2510 618 870 1638 573 1354 3424 3013 1324 383
460,1583 3409 472 3125 1039 3013 1543 2603 2931 1657
461,3431 3157 2572 1278 578 2484 234 2916 1053 107
462,1293 1325 2581 1080 1069 407 63 29 2583 2659
463,195 2420 1615 463 1505 1583 2062 2189 2553 457
464,512 382 1427 724 2311 1086 1687 234 2916 2625
465,304 2159 672 1939 1175 3602 1096 563 3411 2484
466,3192 257 1424 2991 607 2841 422 1745 3187 1404
467,2256 853 3110 1699 1516 2127 1216 1913 3349 1300
468,1887 2639 1052 1377 3231 3415 2933 1633 511 3395
469,2354 2281 1086 2625 2870 1573 3687 2428 724 234
470,1100 2782 1936 2027 1893 1619 711 3335 1030 452
471,2185 1545 1754 1517 801 1464 3404 802 3078 1337
472,1463 2261 1428 1782 1240 3051 931 1816 2956 1040
473,2653 1868 801 1686 2814 3035 2561 1060 2574 1424
474,183 989 1633 312 2409 1337 3600 2432 3690 2185
475,36 3022 796 1543 1039 3423 3529 1223 2885 2603
476,1086 3030 1545 3690 762 452 174 702 802 1670
477,1371 2306 3402 2236 1382 1304 3535 3562 1840 1889
